ID_EMPRESA,MONTO_MULTA,TRAB_AFEC,V_NUMPERIOD,Departamento_ct,sector,ntrab_tc_indet,ntrab_tc_nattemp,ntrab_tc_natacc,ntrab_tc_obrserv,ntrab_tc_tiempar,ntrab_tc_otros,ntrab_tc_noprec,ntrab_rl_privgen,ntrab_rl_micro,ntrab_rl_peq,ntrab_rl_agrar,ntrab_rl_otros,ntrab_rl_noprec,ntrab_rp_spp,ntrab_rp_snp,ntrab_rp_otros,ntrab_rp_noprecrp,ntrab_afil_essalud,ntrab_afil_essalud_agrar,ntrab_afil_sis,ntrab_afil_noprec,ntrab_18mas,ntrab_menos18,ntrab_edad_noprec,ntrab_hombres,ntrab_mujeres,ntrab_sexo_noprec,ntrab_nosind,ntrab_sind,ntrab_consctr,ntrab_sinsctr,ntrab_sctr_noprec,numtra,costosal,sst,Tiempo_E_anio,risk_score,certification_recommendation,compliance_score,prop_indefinidos,tamaño_empresa,Departamento
ZAYVYYXACVY,0,1.0,202401,15,5,14,33,0,0,0,0,0,47,0,0,0,0,0,35,12,0,0,47,0,0,0,46,0,1,18,28,1,47,0,0,47,0,47,44090.83,2,19,1.2625827636324487,Recomendado,100.0,29.78723404255319,Pequeña (11-50),LIMA
ZAYVYYXZXZA,3440,1.0,202401,4,6,15,14,0,3,0,0,0,32,0,0,0,0,0,22,10,0,0,32,0,0,0,32,0,0,22,10,0,32,0,18,14,0,32,69905.73999999999,1,19,2.491877290970896,Recomendado,96.533131771227,46.875,Pequeña (11-50),AREQUIPA
ZAYVYYYYZCD,13627,1.0,202401,15,6,10,34,0,0,0,0,0,42,0,0,0,2,0,34,10,0,0,44,0,0,0,28,0,16,18,10,16,44,0,34,10,0,44,47128.46999999999,4,19,6.724465856552897,Recomendado,86.2665658856135,22.727272727272727,Pequeña (11-50),LIMA
ZAYVYYZDCBV,5949,1.0,202401,15,6,30,0,5,6,0,0,0,41,0,0,0,0,0,33,7,0,1,41,0,0,0,40,0,1,32,8,1,41,0,24,17,0,41,345378.7099999999,1,19,3.5977875990072334,Recomendado,94.00453514739229,73.17073170731707,Pequeña (11-50),LIMA
ZAYVYYZYYDD,7812,4.0,202401,15,6,15,20,0,0,0,0,0,14,0,21,0,0,0,22,13,0,0,35,0,0,0,32,0,3,25,7,3,35,0,0,35,0,35,68497.15,2,19,6.593519209194507,Recomendado,92.12698412698413,42.857142857142854,Pequeña (11-50),LIMA
ZAYVYZAAAAB,24278,1.0,202401,8,6,23,1,2,38,0,0,0,64,0,0,0,0,0,55,9,0,0,64,0,0,0,63,0,1,19,44,1,64,0,50,14,0,64,122444.35999999999,1,20,11.228078864361311,Recomendado,75.5323759133283,35.9375,Mediana (51-100),CUSCO
ZAYVYZDZZEV,19350,14.0,202401,15,6,11,36,1,0,0,0,0,48,0,0,0,0,0,38,10,0,0,48,0,0,0,47,0,1,27,20,1,48,0,0,48,0,48,98463.02999999998,1,17,19.073533129316395,Recomendado,80.49886621315193,22.916666666666664,Pequeña (11-50),LIMA
ZAYVYCXVEWE,37350,1.0,202402,15,6,18,12,0,0,0,0,0,23,0,7,0,0,0,22,8,0,0,30,0,0,0,30,0,0,21,9,0,30,0,4,26,0,30,59043.21,1,19,16.140825639975898,Recomendado,62.358276643990926,60.0,Pequeña (11-50),LIMA
ZAYVYEEAECV,32296,1.0,202402,15,6,14,0,0,15,0,1,0,30,0,0,0,0,0,21,8,0,1,30,0,0,0,29,0,1,22,7,1,30,0,0,30,0,30,124157.98,2,18,14.103435869252792,Recomendado,67.45175107079868,46.666666666666664,Pequeña (11-50),LIMA
ZAYVYXEAZXD,23144,1.0,202403,15,4,14,23,0,0,0,0,0,17,0,0,0,20,0,27,10,0,0,37,0,0,0,37,0,0,28,9,0,17,20,23,14,0,37,87968.95999999998,1,18,10.487521031711108,Recomendado,76.67523305618543,37.83783783783784,Pequeña (11-50),LIMA
ZAYVYXYWEZV,2856,11.0,202403,15,6,13,23,0,0,1,0,0,13,0,24,0,0,0,19,17,0,1,37,0,0,0,34,0,3,16,18,3,36,1,0,37,0,37,45552.67,1,8,10.001244697815727,Recomendado,97.12169312169313,35.13513513513514,Pequeña (11-50),LIMA
ZAYVYYCYXYW,2024,1.0,202403,15,6,11,13,0,9,2,0,0,35,0,0,0,0,0,22,13,0,0,35,0,0,0,35,0,0,15,20,0,35,0,0,35,0,35,35910.0,1,17,1.9525439586954465,Recomendado,97.960191484001,31.428571428571427,Pequeña (11-50),LIMA
ZAYVYYDXYXW,644,2.0,202403,15,6,12,0,0,46,0,0,0,58,0,0,0,0,0,24,34,0,0,58,0,0,0,57,0,1,24,33,1,58,0,0,58,0,58,78525.0,2,17,2.4068908862004266,Recomendado,99.35097001763668,20.689655172413794,Mediana (51-100),LIMA
ZAYVYYYABDA,1299,2.0,202403,15,6,12,18,0,0,0,0,0,30,0,0,0,0,0,21,9,0,0,30,0,0,0,29,0,1,16,13,1,30,0,2,28,0,30,66738.56,1,19,2.3770254190328166,Recomendado,98.69085411942555,40.0,Pequeña (11-50),LIMA
ZAYVYDYDAYW,1978,1.0,202404,15,6,11,21,0,0,0,0,0,10,10,10,0,2,0,22,10,0,0,32,0,0,0,29,0,3,24,5,3,32,0,18,14,0,32,29970.96,2,19,1.9025096920794877,Recomendado,98.00655076845553,34.375,Pequeña (11-50),LIMA
ZAYVYDYBXBY,966,1.0,202406,15,5,11,19,0,0,0,0,0,11,0,19,0,0,0,18,12,0,0,30,0,0,0,28,0,2,22,6,2,30,0,0,30,0,30,28855.620000000003,2,19,1.473554286990256,Recomendado,99.02645502645503,36.666666666666664,Pequeña (11-50),LIMA
ZAYVYXYXXEW,15364,1.0,202406,15,5,18,18,0,0,0,2,0,38,0,0,0,0,0,22,16,0,0,38,0,0,0,35,0,3,27,8,3,38,0,0,38,0,38,59731.32000000001,2,19,7.361711508254213,Recomendado,84.51599899218947,47.368421052631575,Pequeña (11-50),LIMA
